"description";"SHID";"COMID";"COMNM"
"{""id"":""6095"",""for_tag"":""0"",""type"":""1"",""content_type"":""1"",""name"":""RP7501K"",""text_content"":""hello"",""select_style_id"":""4434"",""play_time"":""10"",""play_time_unit"":""i"",""play_mode"":2,""style_name"":""ifp.style_2"",""style"":""{\""font_size\"":2,\""font_color\"":\""#ff0000\"",\""background_color\"":\""\"",\""scroll_direction\"":\""left\""}""}";"32559";"2687";"BenQ"
"{""id"":""6095"",""for_tag"":""0"",""type"":""1"",""content_type"":""1"",""name"":""RP7501K"",""text_content"":""hello"",""select_style_id"":""4434"",""play_time"":""10"",""play_time_unit"":""i"",""play_mode"":2,""style_name"":""ifp.style_2"",""style"":""{\""font_size\"":2,\""font_color\"":\""#ff0000\"",\""background_color\"":\""\"",\""scroll_direction\"":\""left\""}""}";"32562";"2687";"BenQ"
"{""id"":""2896"",""for_tag"":""1"",""type"":""1"",""content_type"":""1"",""name"":""RP7501K"",""text_content"":""hello"",""select_style_id"":""4434"",""play_time"":""10"",""play_time_unit"":""i"",""play_mode"":2,""style_name"":""ifp.style_2"",""style"":""{\""font_size\"":2,\""font_color\"":\""#ff0000\"",\""background_color\"":\""\"",\""scroll_direction\"":\""left\""}""}";"32564";"2687";"BenQ"
"{""id"":""2896"",""for_tag"":""1"",""type"":""1"",""content_type"":""1"",""name"":""RP7501K"",""text_content"":""hello"",""select_style_id"":""4434"",""play_time"":""10"",""play_time_unit"":""i"",""play_mode"":2,""style_name"":""ifp.style_2"",""style"":""{\""font_size\"":2,\""font_color\"":\""#ff0000\"",\""background_color\"":\""\"",\""scroll_direction\"":\""left\""}""}";"32565";"2687";"BenQ"
"{""id"":""2290"",""for_tag"":""1"",""type"":""1"",""content_type"":""1"",""name"":""\u5168\u90e8\u8a2d\u5099"",""text_content"":""hello"",""select_style_id"":""4434"",""play_time"":""10"",""play_time_unit"":""i"",""play_mode"":2,""style_name"":""ifp.style_2"",""style"":""{\""font_size\"":2,\""font_color\"":\""#ff0000\"",\""background_color\"":\""\"",\""scroll_direction\"":\""left\""}""}";"32566";"2687";"BenQ"
"{""id"":""2290"",""for_tag"":""1"",""type"":""2"",""content_type"":""2"",""name"":""\u5168\u90e8\u8a2d\u5099"",""lite_archives_id"":[""16914"",""16915"",""16916""],""lite_archives_name"":""171120_PL552_\u5b89\u6c38\u5fc3\u98df\u9928_180302_0004.jpg, 171120_PL552_\u5b89\u6c38\u5fc3\u98df\u9928_180302_0005.jpg, 171120_PL552_\u5b89\u6c38\u5fc3\u98df\u9928_180302_0001.jpg"",""play_speed"":""5"",""play_time_h"":""0"",""play_time_i"":""0"",""play_time_s"":""9"",""duration"":15}";"32568";"2687";"BenQ"
"{""id"":""2290"",""for_tag"":""1"",""type"":""2"",""content_type"":""2"",""name"":""\u5168\u90e8\u8a2d\u5099"",""lite_archives_id"":[""16914"",""16915"",""16916""],""lite_archives_name"":""171120_PL552_\u5b89\u6c38\u5fc3\u98df\u9928_180302_0004.jpg, 171120_PL552_\u5b89\u6c38\u5fc3\u98df\u9928_180302_0005.jpg, 171120_PL552_\u5b89\u6c38\u5fc3\u98df\u9928_180302_0001.jpg"",""play_speed"":""5"",""play_time_h"":""0"",""play_time_i"":""1"",""play_time_s"":""15"",""duration"":15}";"32569";"2687";"BenQ"
"{""id"":""2290"",""for_tag"":""1"",""type"":""1"",""content_type"":""1"",""name"":""\u5168\u90e8\u8a2d\u5099"",""text_content"":""\u6b61\u8fce\u81fa\u7063\u5927\u5b78"",""select_style_id"":""4434"",""play_time"":""10"",""play_time_unit"":""i"",""play_mode"":2,""style_name"":""ifp.style_2"",""style"":""{\""font_size\"":2,\""font_color\"":\""#ff0000\"",\""background_color\"":\""\"",\""scroll_direction\"":\""left\""}""}";"32571";"2687";"BenQ"
"{""id"":""2290"",""for_tag"":""1"",""type"":""2"",""content_type"":""2"",""name"":""\u5168\u90e8\u8a2d\u5099"",""lite_archives_id"":[""16914"",""16915"",""16916""],""lite_archives_name"":""171120_PL552_\u5b89\u6c38\u5fc3\u98df\u9928_180302_0004.jpg, 171120_PL552_\u5b89\u6c38\u5fc3\u98df\u9928_180302_0005.jpg, 171120_PL552_\u5b89\u6c38\u5fc3\u98df\u9928_180302_0001.jpg"",""play_speed"":""5"",""play_time_h"":""0"",""play_time_i"":""3"",""play_time_s"":""15"",""duration"":15}";"32574";"2687";"BenQ"
"{""id"":""956"",""for_tag"":""1"",""type"":""1"",""content_type"":""1"",""name"":""All device"",""text_content"":""Ted R\u00f6nesans Koleji BENQ IFP Tan\u0131t\u0131m\u0131na HO\u015e GELD\u0130N\u0130Z !!! "",""select_style_id"":""1910"",""play_time"":""10"",""play_time_unit"":""i"",""play_mode"":2,""style_name"":""ifp.style_2"",""style"":""{\""font_size\"":2,\""font_color\"":\""#ff0000\"",\""background_color\"":\""\"",\""scroll_direction\"":\""left\""}""}";"32592";"1214";"Bekdata"
"{""id"":""5685"",""for_tag"":""0"",""type"":""3"",""content_type"":""3"",""name"":""BenQ_750k"",""video_source"":""1"",""lite_archives_id"":[],""lite_archives_name"":null,""link"":""https:\/\/youtu.be\/sKhZWMI6eiU"",""play_time_h"":""0"",""play_time_i"":""1"",""play_time_s"":""1"",""is_live"":false,""duration"":61,""start"":0,""video_title"":""TED R\u00f6nesans Koleji 5 Eyl\u00fcl 2016 A\u00e7\u0131l\u0131\u015f T\u00f6reni"",""video_id"":""sKhZWMI6eiU""}";"32594";"1214";"Bekdata"
"{""id"":""956"",""for_tag"":""1"",""type"":""1"",""content_type"":""1"",""name"":""All device"",""text_content"":""Merhaba BEN Sunumuna ho\u015fgeldiniz"",""select_style_id"":""1910"",""play_time"":""10"",""play_time_unit"":""i"",""play_mode"":2,""style_name"":""ifp.style_2"",""style"":""{\""font_size\"":2,\""font_color\"":\""#ff0000\"",\""background_color\"":\""\"",\""scroll_direction\"":\""left\""}""}";"32599";"1214";"Bekdata"
"{""id"":""2190"",""for_tag"":""1"",""type"":""1"",""content_type"":""1"",""name"":""All device"",""text_content"":""This is a test of the emergency system\r\n"",""select_style_id"":""4242"",""play_time"":""10"",""play_time_unit"":""i"",""play_mode"":2,""style_name"":""Basketball"",""style"":""{\""font_size\"":\""3\"",\""font_color\"":\""#ff0000\"",\""background_color\"":\""#ffffff00\"",\""scroll_direction\"":\""left\""}""}";"32620";"2595";"Data Image"
"{""id"":""2190"",""for_tag"":""1"",""type"":""2"",""content_type"":""2"",""name"":""All device"",""lite_archives_id"":[""16933""],""lite_archives_name"":""Feb.16_Palm Sunday 2009 016.jpg"",""play_speed"":""3"",""play_time_h"":""0"",""play_time_i"":""0"",""play_time_s"":""3"",""duration"":3}";"32621";"2595";"Data Image"
"{""id"":""2190"",""for_tag"":""1"",""type"":""2"",""content_type"":""2"",""name"":""All device"",""lite_archives_id"":[""16933""],""lite_archives_name"":""Feb.16_Palm Sunday 2009 016.jpg"",""play_speed"":""3"",""play_time_h"":""0"",""play_time_i"":""0"",""play_time_s"":""3"",""duration"":3}";"32622";"2595";"Data Image"
"{""id"":""2190"",""for_tag"":""1"",""type"":""2"",""content_type"":""2"",""name"":""All device"",""lite_archives_id"":[""16933""],""lite_archives_name"":""Feb.16_Palm Sunday 2009 016.jpg"",""play_speed"":""3"",""play_time_h"":""0"",""play_time_i"":""0"",""play_time_s"":""12"",""duration"":3}";"32623";"2595";"Data Image"
"{""id"":""2190"",""for_tag"":""1"",""type"":""1"",""content_type"":""1"",""name"":""All device"",""text_content"":""test message sent to board"",""select_style_id"":""4242"",""play_time"":""10"",""play_time_unit"":""i"",""play_mode"":2,""style_name"":""Basketball"",""style"":""{\""font_size\"":\""3\"",\""font_color\"":\""#ff0000\"",\""background_color\"":\""#ffffff00\"",\""scroll_direction\"":\""left\""}""}";"32632";"2595";"Data Image"
"{""id"":""2190"",""for_tag"":""1"",""type"":""1"",""content_type"":""1"",""name"":""All device"",""open_date"":""2019-07-24"",""open_loop"":null,""all_day"":""1"",""cycle"":null,""cycle_day"":null,""cycle_week"":null,""close_date"":null,""week"":null,""open_time_h"":null,""open_time_i"":null,""open_time_s"":null,""close_time_h"":null,""close_time_i"":null,""close_time_s"":null,""text_content"":""test"",""select_style_id"":""4242"",""play_mode"":2,""style_name"":""Basketball"",""style"":""{\""font_size\"":\""3\"",\""font_color\"":\""#ff0000\"",\""background_color\"":\""#ffffff00\"",\""scroll_direction\"":\""left\""}""}";"32633";"2595";"Data Image"
"{""id"":""2190"",""for_tag"":""1"",""type"":""2"",""content_type"":""2"",""name"":""All device"",""lite_archives_id"":[""16933""],""lite_archives_name"":""Feb.16_Palm Sunday 2009 016.jpg"",""play_speed"":""3"",""play_time_h"":""0"",""play_time_i"":""0"",""play_time_s"":""8"",""duration"":3}";"32634";"2595";"Data Image"
"{""id"":""2190"",""for_tag"":""1"",""type"":""2"",""content_type"":""2"",""name"":""All device"",""lite_archives_id"":[""16933""],""lite_archives_name"":""Feb.16_Palm Sunday 2009 016.jpg"",""play_speed"":""3"",""play_time_h"":""0"",""play_time_i"":""0"",""play_time_s"":""5"",""duration"":3}";"32635";"2595";"Data Image"
"{""id"":""2784"",""for_tag"":""1"",""type"":""1"",""content_type"":""1"",""name"":""All device"",""text_content"":""\u4e0b\u73ed\u4e86"",""select_style_id"":""5310"",""play_time"":""10"",""play_time_unit"":""i"",""play_mode"":2,""style_name"":""ifp.style_2"",""style"":""{\""font_size\"":2,\""font_color\"":\""#ff0000\"",\""background_color\"":\""\"",\""scroll_direction\"":\""left\""}""}";"32646";"3113";"AWS"
"{""id"":""2784"",""for_tag"":""1"",""type"":""1"",""content_type"":""1"",""name"":""All device"",""text_content"":""\u4e0b\u73ed\u4e86"",""select_style_id"":""5309"",""play_time"":""10"",""play_time_unit"":""i"",""play_mode"":1,""style_name"":""ifp.style_1"",""style"":""{\""font_size\"":2,\""font_color\"":\""#ff0000\"",\""text_align\"":\""left\"",\""background_color\"":\""\""}""}";"32647";"3113";"AWS"
"{""id"":""6124"",""for_tag"":""0"",""type"":""1"",""content_type"":""1"",""name"":""CyberportII"",""text_content"":""hello everyone"",""select_style_id"":""5310"",""play_time"":""10"",""play_time_unit"":""i"",""play_mode"":2,""style_name"":""ifp.style_2"",""style"":""{\""font_size\"":2,\""font_color\"":\""#ff0000\"",\""background_color\"":\""\"",\""scroll_direction\"":\""left\""}""}";"32648";"3113";"AWS"
"{""id"":""2784"",""for_tag"":""1"",""type"":""1"",""content_type"":""1"",""name"":""All device"",""text_content"":""jgjgu"",""select_style_id"":""5309"",""play_time"":""10"",""play_time_unit"":""i"",""play_mode"":1,""style_name"":""ifp.style_1"",""style"":""{\""font_size\"":2,\""font_color\"":\""#ff0000\"",\""text_align\"":\""left\"",\""background_color\"":\""\""}""}";"32650";"3113";"AWS"
"{""id"":""2784"",""for_tag"":""1"",""type"":""1"",""content_type"":""1"",""name"":""All device"",""text_content"":""hello everyone"",""select_style_id"":""5309"",""play_time"":""10"",""play_time_unit"":""i"",""play_mode"":1,""style_name"":""ifp.style_1"",""style"":""{\""font_size\"":2,\""font_color\"":\""#ff0000\"",\""text_align\"":\""left\"",\""background_color\"":\""\""}""}";"32651";"3113";"AWS"
"{""id"":""2784"",""for_tag"":""1"",""type"":""2"",""content_type"":""2"",""name"":""All device"",""lite_archives_id"":[""16951""],""lite_archives_name"":""hsbc (2).png"",""play_speed"":""10"",""play_time_h"":""0"",""play_time_i"":""1"",""play_time_s"":""3"",""duration"":10}";"32652";"3113";"AWS"
"{""id"":""2784"",""for_tag"":""1"",""type"":""1"",""content_type"":""1"",""name"":""All device"",""text_content"":""kdas;lj"",""select_style_id"":""5309"",""play_time"":""10"",""play_time_unit"":""i"",""play_mode"":1,""style_name"":""ifp.style_1"",""style"":""{\""font_size\"":2,\""font_color\"":\""#ff0000\"",\""text_align\"":\""left\"",\""background_color\"":\""\""}""}";"32653";"3113";"AWS"
"{""id"":""2784"",""for_tag"":""1"",""type"":""1"",""content_type"":""1"",""name"":""All device"",""open_date"":""2019-07-25"",""open_loop"":null,""all_day"":""1"",""cycle"":null,""cycle_day"":null,""cycle_week"":null,""close_date"":null,""week"":null,""open_time_h"":null,""open_time_i"":null,""open_time_s"":null,""close_time_h"":null,""close_time_i"":null,""close_time_s"":null,""text_content"":""sjkhfksajhfkldsajfkl;dsahjfdks;lajdslkajhfads;kl"",""select_style_id"":""5309"",""play_mode"":1,""style_name"":""ifp.style_1"",""style"":""{\""font_size\"":2,\""font_color\"":\""#ff0000\"",\""text_align\"":\""left\"",\""background_color\"":\""\""}""}";"32654";"3113";"AWS"
"{""id"":""2784"",""for_tag"":""1"",""type"":""1"",""content_type"":""1"",""name"":""All device"",""schedule_head_id"":""32655"",""text_content"":""dsafkla;fkljflsajfkljalf"",""play_time"":""10"",""play_time_unit"":""i"",""play_mode"":1,""style_name"":""ifp.style_1"",""style"":""{\""font_size\"":2,\""font_color\"":\""#ff0000\"",\""text_align\"":\""left\"",\""background_color\"":\""\""}""}";"32655";"3113";"AWS"
"{""id"":""2784"",""for_tag"":""1"",""type"":""2"",""content_type"":""2"",""name"":""All device"",""schedule_head_id"":""32656"",""lite_archives_id"":[""16951""],""lite_archives_name"":""hsbc (2).png"",""play_speed"":""10"",""play_time_h"":""0"",""play_time_i"":""5"",""play_time_s"":""3"",""duration"":10}";"32656";"3113";"AWS"
"{""id"":""2784"",""for_tag"":""1"",""type"":""2"",""content_type"":""2"",""name"":""All device"",""lite_archives_id"":[""16951""],""lite_archives_name"":""hsbc (2).png"",""play_speed"":""3"",""play_time_h"":""0"",""play_time_i"":""1"",""play_time_s"":""3"",""duration"":3}";"32657";"3113";"AWS"
"{""id"":""2784"",""for_tag"":""1"",""type"":""2"",""content_type"":""2"",""name"":""All device"",""schedule_head_id"":""32656"",""lite_archives_id"":[""16951""],""lite_archives_name"":""hsbc (2).png"",""play_speed"":""3"",""play_time_h"":""0"",""play_time_i"":""5"",""play_time_s"":""3"",""duration"":3}";"32658";"3113";"AWS"
"{""id"":""2784"",""for_tag"":""1"",""type"":""2"",""content_type"":""2"",""name"":""All device"",""schedule_head_id"":""32656"",""lite_archives_id"":[""16951""],""lite_archives_name"":""hsbc (2).png"",""play_speed"":""10"",""play_time_h"":""0"",""play_time_i"":""5"",""play_time_s"":""3"",""duration"":10}";"32660";"3113";"AWS"
"{""id"":""2784"",""for_tag"":""1"",""type"":""1"",""content_type"":""1"",""name"":""All device"",""text_content"":""dsafkla;fkljflsajfkljalf"",""select_style_id"":""5309"",""play_time"":""10"",""play_time_unit"":""i"",""play_mode"":1,""style_name"":""ifp.style_1"",""style"":""{\""font_size\"":2,\""font_color\"":\""#ff0000\"",\""text_align\"":\""left\"",\""background_color\"":\""\""}""}";"32661";"3113";"AWS"
"{""id"":""2784"",""for_tag"":""1"",""type"":""1"",""content_type"":""1"",""name"":""All device"",""schedule_head_id"":""32655"",""text_content"":""dsafkla;fkljflsajfkljalf"",""play_time"":""10"",""play_time_unit"":""i"",""play_mode"":1,""style_name"":""ifp.style_1"",""style"":""{\""font_size\"":2,\""font_color\"":\""#ff0000\"",\""text_align\"":\""left\"",\""background_color\"":\""\""}""}";"32662";"3113";"AWS"
"{""id"":""2784"",""for_tag"":""1"",""type"":""1"",""content_type"":""1"",""name"":""All device"",""schedule_head_id"":""32655"",""text_content"":""dsafkla;fkljflsajfkljalf"",""play_time"":""10"",""play_time_unit"":""i"",""play_mode"":1,""style_name"":""ifp.style_1"",""style"":""{\""font_size\"":2,\""font_color\"":\""#ff0000\"",\""text_align\"":\""left\"",\""background_color\"":\""\""}""}";"32663";"3113";"AWS"
"{""id"":""2784"",""for_tag"":""1"",""type"":""1"",""content_type"":""1"",""name"":""All device"",""schedule_head_id"":""32655"",""text_content"":""dsafkla;fkljflsajfkljalf"",""play_time"":""10"",""play_time_unit"":""i"",""play_mode"":1,""style_name"":""ifp.style_1"",""style"":""{\""font_size\"":2,\""font_color\"":\""#ff0000\"",\""text_align\"":\""left\"",\""background_color\"":\""\""}""}";"32664";"3113";"AWS"
"{""id"":""2784"",""for_tag"":""1"",""type"":""1"",""content_type"":""1"",""name"":""All device"",""schedule_head_id"":""32655"",""text_content"":""dsafkla;fkljflsajfkljalf"",""play_time"":""10"",""play_time_unit"":""i"",""play_mode"":1,""style_name"":""ifp.style_1"",""style"":""{\""font_size\"":2,\""font_color\"":\""#ff0000\"",\""text_align\"":\""left\"",\""background_color\"":\""\""}""}";"32665";"3113";"AWS"
"{""id"":""2784"",""for_tag"":""1"",""type"":""1"",""content_type"":""1"",""name"":""All device"",""schedule_head_id"":""32655"",""text_content"":""dsafkla;fkljflsajfkljalf"",""play_time"":""10"",""play_time_unit"":""i"",""play_mode"":1,""style_name"":""ifp.style_1"",""style"":""{\""font_size\"":2,\""font_color\"":\""#ff0000\"",\""text_align\"":\""left\"",\""background_color\"":\""\""}""}";"32666";"3113";"AWS"
"{""id"":""2784"",""for_tag"":""1"",""type"":""3"",""content_type"":""3"",""name"":""All device"",""video_source"":""0"",""lite_archives_id"":[""16955""],""lite_archives_name"":""1557932836734181.mp4"",""link"":null,""play_time_h"":""0"",""play_time_i"":""0"",""play_time_s"":""18"",""duration"":18}";"32667";"3113";"AWS"
"{""id"":""2784"",""for_tag"":""1"",""type"":""1"",""content_type"":""1"",""name"":""All device"",""text_content"":""Hello I am blake"",""select_style_id"":""5309"",""play_time"":""5"",""play_time_unit"":""i"",""play_mode"":1,""style_name"":""ifp.style_1"",""style"":""{\""font_size\"":2,\""font_color\"":\""#ff0000\"",\""text_align\"":\""left\"",\""background_color\"":\""\""}""}";"32670";"3113";"AWS"
"{""id"":""6124"",""for_tag"":""0"",""type"":""3"",""content_type"":""3"",""name"":""ASH Zone D"",""video_source"":""0"",""lite_archives_id"":[""16960""],""lite_archives_name"":""0319\u4ecb\u9762\u5f71\u7247\u7d66CC.mp4"",""link"":null,""play_time_h"":""0"",""play_time_i"":""0"",""play_time_s"":""58"",""duration"":58}";"32674";"3113";"AWS"
"{""id"":""6124"",""for_tag"":""0"",""type"":""3"",""content_type"":""3"",""name"":""ASH Zone D"",""open_date"":""2019-07-25"",""open_loop"":""1"",""all_day"":""1"",""cycle"":""day"",""cycle_day"":""1"",""cycle_week"":""1"",""close_date"":""2019-07-25"",""week"":null,""open_time_h"":null,""open_time_i"":null,""open_time_s"":null,""close_time_h"":null,""close_time_i"":null,""close_time_s"":null,""video_source"":""0"",""lite_archives_id"":[""16960""],""lite_archives_name"":""0319\u4ecb\u9762\u5f71\u7247\u7d66CC.mp4"",""link"":null,""duration"":58}";"32675";"3113";"AWS"
"{""id"":""6126"",""for_tag"":""0"",""type"":""3"",""content_type"":""3"",""name"":""ASH Zone C"",""video_source"":""0"",""lite_archives_id"":[""16961""],""lite_archives_name"":""2cffc2bbb77e59c83579c5068aeaa5cb.mp4"",""link"":null,""play_time_h"":""0"",""play_time_i"":""0"",""play_time_s"":""56"",""duration"":56}";"32676";"3113";"AWS"
"{""id"":""6126"",""for_tag"":""0"",""type"":""3"",""content_type"":""3"",""name"":""ASH Zone C"",""open_date"":""2019-07-25"",""open_loop"":""1"",""all_day"":""1"",""cycle"":""day"",""cycle_day"":""1"",""cycle_week"":""1"",""close_date"":""2019-07-25"",""week"":null,""open_time_h"":null,""open_time_i"":null,""open_time_s"":null,""close_time_h"":null,""close_time_i"":null,""close_time_s"":null,""video_source"":""0"",""lite_archives_id"":[""16961""],""lite_archives_name"":""2cffc2bbb77e59c83579c5068aeaa5cb.mp4"",""link"":null,""duration"":56}";"32677";"3113";"AWS"
